PS C:\Users\C24692E\Downloads\fcu> & "C:/Program Files/Python312/python.exe" c:/Users/C24692E/Downloads/fcu/new.py
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - COMPLETE WATERFALL TEST DATA GENERATION
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - Output Directory: output\20260126_163309_Partners_Federal_Credit_Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Project: Partners Federal Credit Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Version: 1.0
2026-01-26 16:33:09 - TestDataGenerator - INFO - Loading policy rules from ./input/PolicyArtifacts.xlsx, sheet: Policy Rules
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 1 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 2 with 1 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 3 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 4 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 5 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 6 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 7 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 8 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 9 with 2 rule(s)
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[6/75] Processing: SecExcl App 1 Rule 6
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[7/75] Processing: SecExcl App 1 Rule 7
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[8/75] Processing: SecExcl App 1 Rule 8
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[9/75] Processing: SecExcl App 1 Rule 9
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[10/75] Processing: Sec App 1 Policy Rule 2
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[11/75] Processing: Sec App 1 Policy Rule 5
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[12/75] Processing: Sec App 1 Policy Rule 13
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[13/75] Processing: Sec App 1 Policy Rule 16
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[14/75] Processing: Sec App 1 Policy Rule 55
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[15/75] Processing: Sec App 1 Policy Rule 1
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[16/75] Processing: Sec App 1 Policy Rule 3
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[17/75] Processing: Sec App 1 Policy Rule 4
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[18/75] Processing: Sec App 1 Policy Rule 6
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[19/75] Processing: Sec App 1 Policy Rule 7
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[20/75] Processing: Sec App 1 Policy Rule 8
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[21/75] Processing: Sec App 1 Policy Rule 9
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:10 - TestDataGenerator - INFO -
[22/75] Processing: Sec App 1 Policy Rule 11
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:10 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[23/75] Processing: Sec App 1 Policy Rule 12
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[24/75] Processing: Sec App 1 Policy Rule 14
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[25/75] Processing: Sec App 1 Policy Rule 17
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[26/75] Processing: Sec App 1 Policy Rule 18
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[27/75] Processing: Sec App 1 Policy Rule 19
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[28/75] Processing: Sec App 1 Policy Rule 20
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[29/75] Processing: Sec App 1 Policy Rule 21
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[30/75] Processing: Sec App 1 Policy Rule 23
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[31/75] Processing: Sec App 1 Policy Rule 24
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[32/75] Processing: Sec App 1 Policy Rule 26
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:11 - TestDataGenerator - INFO -
[33/75] Processing: Sec App 1 Policy Rule 27
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:11 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[34/75] Processing: Sec App 1 Policy Rule 28
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[35/75] Processing: Sec App 1 Policy Rule 29
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[36/75] Processing: Sec App 1 Policy Rule 30
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[37/75] Processing: Sec App 1 Policy Rule 31
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[38/75] Processing: Sec App 1 Policy Rule 32
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[39/75] Processing: Sec App 1 Policy Rule 33
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[40/75] Processing: Sec App 1 Policy Rule 34
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
